feature,importance
groups,0.00032256246391769363
cisco,0.0003224691990462167
qualifications,0.00032211190995770904
twitter,0.00032154514791078953
understanding,0.00032109668694923484
physicians,0.0003207914029675273
resolved,0.0003199756414968593
files,0.00031945658636236494
completion,0.0003191767254020456
friendly,0.00031863925361505545
base,0.0003185724190215766
december,0.0003182014310662804
non,0.0003179391676337905
research assistant,0.00031757510983926443
engineering intern,0.00031755869420423014
recipe,0.00031755743012379535
regulations,0.0003166433769677601
variety,0.00031655281732469534
news,0.0003164370445981183
cooks,0.0003159118352468832
technician,0.0003140646547042926
drive,0.0003136060948592473
helped,0.0003129817695691373
direct,0.00031141217259110217
physician,0.0003113264311811126
branch,0.0003112403482580304
executed,0.0003104699848008089
long,0.00031033683392411
shrm,0.0003097995280882056
open,0.0003088470629893013
studies,0.0003069865633855949
small,0.00030639481241706595
committee,0.00030567508318400243
basis,0.0003042802167495217
focus,0.0003039857125956333
planned,0.00030296237022305565
supported,0.0003022046348080362
outlook,0.00030196170246398846
board,0.00030172512979620913
guidelines,0.00030146574992677807
coordinate,0.0003014149099552829
financial reporting,0.00030141444050171384
fixed,0.000301286757117313
administrator,0.00030122487422847477
telephone,0.0003010182866045153
awards,0.00029975926867357875
claims,0.00029925561931868776
monitor,0.00029779986517336075
community college,0.00029776871352603173
electronic,0.0002977213933143064
purchase,0.0002974080689392463
bachelor arts,0.00029716719655526846
assigned,0.00029675573220860305
driven,0.0002961907921235998
website,0.00029551280962353396
collaborated,0.0002953377049303136
project manager,0.00029512111705969605
affiliations,0.00029507958603528574
february,0.00029362649786994943
september,0.000293598310451987
make,0.00029354202359608433
setting,0.00029347325565568443
built,0.0002931643863066061
presented,0.0002930554610035363
video,0.00029267840120982816
floor,0.00028952929540620016
promotions,0.0002892376064631708
payments,0.00028900374740876766
written,0.0002885000823822889
wide,0.0002875076805560948
attention,0.00028663984149467303
interior,0.0002865632855492022
designers,0.00028654913052344837
financial financial,0.00028605600877181804
experienced,0.0002859522645040305
state usa,0.00028574029557207743
innovative,0.00028558197267513437
life,0.0002853822984719753
logistics,0.00028517475550197664
global,0.0002847423478311333
certification,0.00028402632513991233
forecasting,0.0002829733319747456
analytical,0.00028229786673798925
accounting software,0.0002822016433772409
states,0.0002820053927049128
class,0.00028189629709588003
assessment,0.0002812130140128579
worker,0.0002811649022969341
functional,0.0002809833861915552
complaints,0.0002804901654449257
interpersonal,0.0002796815759154661
certifications,0.0002795683404258502
skilled,0.0002795612639680466
participated,0.00027948819147953366
deadlines,0.00027926325410482266
consulting,0.0002792364363499978
march,0.00027916329335730603
elementary,0.00027891434820163447
active,0.0002788117010112171
american,0.00027873988338236933
team members,0.0002786850325738593
generated,0.0002786732358572721
electronics,0.0002779858813042798
accurately,0.0002777716918983339
agencies,0.0002774898061682141
check,0.0002771917868063331
associates,0.0002768444903588093
hiring,0.0002764871614647906
processed,0.0002763264222809236
physical,0.0002763172970092989
dishes,0.0002762935101732252
skills accounting,0.0002757617996267705
cross,0.00027531734733982706
deposit,0.00027495505921054094
deployment,0.00027469834220906136
experience company,0.00027456444925675835
conduct,0.0002744468821519547
power,0.00027439254399889344
united,0.000273437729737096
president,0.0002731823620018991
meeting,0.00027279696321913684
graduate,0.00027245839832160416
perform,0.00027182797218206026
safe,0.00027164597694177275
assisting,0.00027113367993954435
lines,0.0002698458717367998
verbal,0.00026971659175266497
certificate,0.00026952715525997353
finance financial,0.00026877342262128056
manager summary,0.00026865835668820075
included,0.00026860866857270684
client clients,0.0002677771678213833
intern,0.00026745716738722715
comprehensive,0.00026741167739443146
faa,0.00026734856762109134
campaign,0.0002666615784142819
installation,0.0002658131771729657
th grade,0.0002643584138670752
salary,0.00026422649297044187
society,0.0002634992934599011
staffing,0.00026278632225502024
delivered,0.0002622459201468814
operating systems,0.00026185649490391265
proficiency,0.0002615903952909982
environments,0.0002615041325238848
closely,0.0002612111688321196
experience current,0.0002602232786114528
interviews,0.00025944448596538697
regional,0.0002593549708841218
assessments,0.0002593362416320469
researched,0.0002593315359505912
action,0.0002589493509205898
skill,0.0002587574068146998
aspects,0.00025864295219845567
families,0.00025823697777328124
chefs,0.00025794982348539423
wrote,0.000257930929106421
document,0.0002578715117092855
invoices,0.00025741392871934585
cad,0.0002573265104371893
learning environment,0.00025684465952579904
analyze,0.00025575239516346764
april,0.00025544682412567286
initiatives,0.0002553100609036655
sales marketing,0.0002551689498587887
ingredients,0.00025462089295851903
promote,0.0002538405616983862
technologies,0.00025277709435622675
selling,0.00025250178387145546
assets,0.0002521471216152518
detailed,0.00025101190734302145
cpr,0.0002505427417649545
proven,0.0002502117995957355
good,0.0002501300874098497
banquet,0.0002500222191450719
preparing,0.00024967018052350507
large,0.00024943650673291004
facilities,0.00024927649640987484
court,0.00024923038708042037
mechanical engineering,0.00024914671725372994
budgeting,0.00024903978077737884
companies,0.00024894164201957
menu items,0.00024885805196236586
banker,0.00024589282881154283
equity,0.00024583183832487036
appointments,0.00024578832855686047
travel,0.0002457564327938102
federal,0.00024532409137171504
resolve,0.00024508591256360745
handled,0.0002446594363283605
state responsible,0.0002443885943921249
mail,0.0002441669425168943
diverse,0.00024333572972221753
quarterly,0.00024303178677640192
academic,0.0002424537985503974
word excel,0.00024175028630508537
feedback,0.00024162760273970353
applied,0.0002414311033710425
post,0.00024130356582856025
clearance,0.00024126710289150066
advanced,0.0002412075400235303
backup,0.00023991938060709906
ms office,0.00023965095757880005
distribution,0.00023820322995346112
filing,0.00023808097408107117
medicare,0.00023756392562891498
paperwork,0.00023748801484848415
payment,0.00023744721431466018
unit,0.00023705854122239544
great,0.00023678750603679907
recommendations,0.00023634793797267667
coaching,0.0002362371613281925
january company,0.0002361796872389573
air,0.00023610391391770645
obtain,0.0002357113784719416
balance sheet,0.00023570881029191142
promoted,0.00023569314108201058
november,0.000235105303949116
able,0.00023462453291398834
october,0.00023425775394562618
institute,0.00023381616183283253
entry,0.00023352035767816026
concerns,0.00023273835445481217
checks,0.00023157472083842098
times,0.00023154719221730346
email,0.00023064990968525972
communicated,0.000230574551002998
updated,0.00023005735798216391
capital,0.00022992980828718903
dedicated,0.0002297069105861782
performing,0.0002296145354951061
methods,0.00022900621551700514
pricing,0.00022860427402447808
desk,0.0002281729743648249
languages,0.00022796752190298614
education bachelor,0.0002276851080753467
work history,0.00022766067317334096
hr generalist,0.00022741045079373626
district,0.0002273855051690839
improved,0.00022674322747149987
leads,0.00022667718165569287
family,0.00022655291818892708
specific,0.0002265344170279043
outreach,0.00022608640042056104
cold,0.00022566199870677984
overall,0.00022561472409954891
collection,0.00022557134087033842
hand,0.00022502831747338276
mobile,0.00022480305376918695
oversaw,0.00022453550669068498
hours,0.00022451694905645033
course,0.00022435412717972862
crew,0.00022421104676249612
devices,0.00022409213699001895
customer needs,0.00022396286575902013
seeking,0.00022391955479678208
pre,0.00022366343097117116
th,0.00022331818589292965
parts,0.0002232977651662622
supervision,0.0002226550134937553
productivity,0.00022234332071828985
inspection,0.0002215898237129769
facilitated,0.0002212178662793233
aid,0.00022098726613131603
leading,0.00022084631223233856
hr policies,0.0002203299527548901
seo,0.00022031637133947653
expectations,0.00022004490202924077
profile,0.00021974584994322003
mental,0.00021943466154013733
classroom management,0.00021826261060244907
food beverage,0.00021802482945592938
communicate,0.0002179683849889725
models,0.00021783719240175194
execution,0.00021750061740318107
outstanding,0.0002171429121326497
following,0.0002168203627536431
st,0.00021665647809431513
applicant,0.00021587562893615796
quickly,0.00021578698926708647
metrics,0.00021468563644839976
profit,0.0002145531253413763
according,0.00021412958460152005
opportunity,0.00021375182701861145
decision,0.00021341602558944307
account reconciliation,0.00021276442268416683
paced,0.0002125761665558009
solution,0.00021251469919365013
controls,0.00021236608419142157
deposits,0.0002121364298860797
hands,0.00021204349340687854
letters,0.00021196595111564595
volume,0.00021189032039965386
hires,0.00021187477926026086
individuals,0.00021182419848654065
lunch,0.00021163746514163978
sales manager,0.0002116039990847306
domestic,0.00021143025297737256
seasonal,0.00021105285315010868
goal,0.0002105112804697207
conferences,0.00020994648339615736
incoming,0.00020983230080172372
purchases,0.00020911874897114338
problem solver,0.00020831449848196724
organizations,0.00020797804869453698
standard,0.0002079511085922557
search,0.0002077054849355701
integration,0.0002073753106502536
retention,0.00020701848653101047
activity,0.00020700626545952202
business administration,0.00020670147334796803
cycle,0.00020666661889292754
conditioning,0.00020662832733814754
employee orientation,0.00020655590234691778
platforms,0.00020643495308395146
efforts,0.000206372175277441
health care,0.0002059227076919189
training development,0.00020511675745609313
date,0.00020474827092303115
receipts,0.00020382161177905114
databases,0.00020377601357423182
sports,0.00020355473875356312
advocacy,0.0002034343929584102
term,0.00020264050569559298
taking,0.00020255694598501225
includes,0.00020247493646459675
outside,0.00020216794927277394
excellent communication,0.00020202205425824216
task,0.00020157182996365447
coverage,0.0002015054037308211
house,0.0002012206718487397
programming,0.00020118576442295136
sessions,0.00020096097821898268
networking,0.00020042352039891586
forms,0.0002003853314536718
product development,0.00020036646393740626
sites,0.00019994931858431113
list,0.00019957321565289765
entire,0.00019892597556173396
platform,0.0001989147154852725
primary,0.00019871482041668886
soil,0.0001986617863743198
situations,0.00019857654687706886
proper food,0.00019848275229258577
economics,0.00019832447478163357
sap,0.00019785189617284698
recovery,0.00019737622007176024
upgrade,0.0001969860776803733
coordination,0.00019689447886403854
practice,0.00019655208965389635
card,0.0001964967328003705
utilized,0.00019641317437537817
meals,0.00019640308879501685
role,0.00019549918619292907
loss,0.00019497907654885118
costs,0.00019497850461439639
proposals,0.0001949722479370971
timely manner,0.0001949256808521919
august company,0.00019473108770742868
close,0.00019468975824192563
clean,0.00019421221446967263
long term,0.00019399398750888987
architecture,0.00019395758478909763
resulting,0.0001939288417550341
answered,0.0001934541008605898
configuration,0.00019272378135625393
estate,0.00019188784151027253
future,0.0001917639836048522
special events,0.0001916568994163901
products services,0.00019126193545530455
stories,0.0001909338849391559
language,0.00019082277711861406
responsibility,0.00019018858151242574
verify,0.0001899056732969231
real,0.00018955251129282346
integrity,0.00018944257791754537
